dataset_group,fold,dataset,anchor,anchor_mean_abs_corr_delta,anchor_target_corr_real,anchor_target_corr_synthetic,anchor_target_corr_delta
vigitel,5,S1_A1_sep_anchor,age,0.12320749764280364,0.10823517797596661,0.014681176695452706,0.09355400128051392
vigitel,5,S1_A1_sep_anchor,sex,0.06952079927538088,-0.006084347165733065,-0.054448525283542985,0.04836417811780992
vigitel,5,S1_A1_sep_anchor,fumante,0.044743931579547924,-0.05676375407502656,-0.10159855942282815,0.04483480534780159
vigitel,5,S1_A1_sep_anchor,exfuma,0.09433186010668439,0.010308384486906396,-0.010496266051413511,0.020804650538319907
vigitel,5,S1_A1_sep_anchor,inativo,0.10206043829754106,0.042901331012469714,-0.015124716349974128,0.05802604736244384
vigitel,5,S1_A1_sep_anchor,ativo_livre,0.11541835407744581,0.002928379977958961,-0.03141460868632321,0.03434298866428217
vigitel,5,S1_A1_sep_anchor,ati_livre,0.0875214881181939,-0.06367829057211151,-0.01630442729308309,0.04737386327902842
vigitel,5,S1_A1_sep_anchor,diab,0.0738121252759001,0.12120810644276843,0.1735594497448315,0.05235134330206308
vigitel,5,S1_A1_sep_anchor,hart,0.10226371653896739,0.19379519226985395,0.33126507167578123,0.13746987940592728
vigitel,5,S1_A1_sep_anchor,dislipidemia,0.09082905204851102,0.061521358461598716,0.13112848856066173,0.06960713009906301
vigitel,5,S1_A1_sep_anchor,doces5,0.11738992616374495,0.025232706099661596,0.0026476301381108056,0.02258507596155079
vigitel,5,S1_A1_sep_anchor,lanche_7,0.1280263215686014,0.023349104827007108,0.010051259442729306,0.013297845384277801
vigitel,5,S1_A1_sep_anchor,gordura,0.1131271956029534,-0.017141179195763377,0.011965916407680228,0.029107095603443607
vigitel,5,S1_A1_sep_anchor,flvreg,0.07037714906966523,-0.017464622186215868,0.002538251679895719,0.020002873866111586
vigitel,5,S1_A1_sep_anchor,years_schooling,0.07541833165324024,-0.0478558064041529,-0.025595947829480586,0.022259858574672314
