dataset_group,condition,attribute_1,attribute_2,spearman_rho,signed_correlation_percent,absolute_correlation_percent,rho_squared_percent
covid,S0_A1_anchor_only,motivo_cancer,motivo_propedeutica,-0.0016940395049875531,-0.1694039504987553,0.1694039504987553,0.00028697698444584736
covid,S0_A1_anchor_only,motivo_cancer,n_comorbidades,0.04895606460947808,4.895606460947808,4.895606460947808,0.23966962620473922
covid,S0_A1_anchor_only,motivo_cancer,comorb_hipertensao,-0.028985378538132357,-2.898537853813236,2.898537853813236,0.0840152168998824
covid,S0_A1_anchor_only,motivo_cancer,comorb_ic,0.010387706970151287,1.0387706970151287,1.0387706970151287,0.010790445609772964
covid,S0_A1_anchor_only,motivo_cancer,comorb_dac,-0.0026464345948549323,-0.2646434594854932,0.2646434594854932,0.0007003616064844989
covid,S0_A1_anchor_only,motivo_cancer,comorb_fibrilacao,-0.017665537556971533,-1.7665537556971533,1.7665537556971533,0.031207121717677175
covid,S0_A1_anchor_only,motivo_cancer,comorb_avc,-0.02969461666849176,-2.969461666849176,2.969461666849176,0.08817702590886686
covid,S0_A1_anchor_only,motivo_cancer,comorb_dpoc,-0.005696081633850066,-0.5696081633850065,0.5696081633850065,0.0032445345979484033
covid,S0_A1_anchor_only,motivo_cancer,comorb_asma,-0.0020044864799212024,-0.20044864799212023,0.20044864799212023,0.00040179660481868927
covid,S0_A1_anchor_only,motivo_cancer,comorb_dm,0.02446553336896535,2.446553336896535,2.446553336896535,0.0598562323027957
covid,S0_A1_anchor_only,motivo_cancer,comorb_obesidade,-0.012593699034923227,-1.2593699034923227,1.2593699034923227,0.015860125538222625
covid,S0_A1_anchor_only,motivo_cancer,comorb_drc,-0.023587735320300673,-2.3587735320300673,2.3587735320300673,0.055638125754055995
covid,S0_A1_anchor_only,motivo_cancer,comorb_cancer,0.14851997940497785,14.851997940497785,14.851997940497785,2.2058184282455047
covid,S0_A1_anchor_only,motivo_cancer,comorb_reumatologica,-0.004146685632996747,-0.41466856329967466,0.41466856329967466,0.001719500173890163
covid,S0_A1_anchor_only,motivo_cancer,comorb_cirrose,-0.003912561292551789,-0.39125612925517894,0.39125612925517894,0.0015308135867974529
covid,S0_A1_anchor_only,motivo_cancer,comorb_hiv,-0.00835444926808532,-0.835444926808532,0.835444926808532,0.006979682257301133
